source,video_index,file_path,half,clock,time_seconds,label,team,confidence,details
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,04:42,282.0,Substitution,away,0.9,man in black jacket and white shorts walks away
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,04:48,288.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,04:50,290.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,04:52,292.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,04:56,296.0,Goal,away,0.9,Player scores a goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,04:58,298.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:02,302.0,Yellow card,away,0.9,to player 2
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:04,304.0,Shot on target,home,0.8,Player takes a shot towards the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:06,306.0,Shot off target,away,0.9,Player in white attempts a shot but misses
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:10,310.0,Goal,away,0.9,Player scores a goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:12,312.0,Foul,away,0.8,Barnes pushes the ball
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:16,316.0,Foul,away,0.8,Player 25 fouls player 26
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:18,318.0,Goal,home,0.94,Player scores goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:20,320.0,Foul,away,0.9,Player from away team fouls player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:26,326.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:28,328.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:32,332.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:36,336.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:40,340.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:44,344.0,Foul,away,0.9,Player from away team fouls a player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:50,350.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:54,354.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:56,356.0,Shot off target,home,0.8,Player in blue takes a shot but misses
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,05:58,358.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:00,360.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:02,362.0,Goal,home,0.94,Player scores
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:04,364.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:06,366.0,Foul,away,0.9,Player BARNES touches his nose
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:08,368.0,Ball out of play,home,0.96,Player walks away
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:10,370.0,Goal,away,0.9,Player scores goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:14,374.0,Goal,away,0.96,Goalkeeper makes a save
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:18,378.0,Foul,away,0.9,Player BARNES is fouled
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:22,382.0,Other,home,0.9,Player looks around the field
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:24,384.0,Ball out of play,home,0.9,ball goes out of play
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:26,386.0,Goal,away,0.94,Goal scored by player in red jersey
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:28,388.0,Shot off target,away,0.9,Player takes a shot from outside the box and misses
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:30,390.0,Set Pieces,home,0.9,Free-kick
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:32,392.0,Foul,away,0.8,Player 20 challenges player 6
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:36,396.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:38,398.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:40,400.0,Shot off target,home,0.8,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:44,404.0,Shot off target,home,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:46,406.0,Foul,away,0.8,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:48,408.0,Shot on target,home,0.9,Player in blue kicks the ball
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:50,410.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,06:56,416.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:02,422.0,Shot off target,home,0.9,Player from home team takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:04,424.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:06,426.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:08,428.0,Shot off target,home,0.9,Player from home team takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:10,430.0,Goal,away,0.9,Player scores
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:12,432.0,Foul,away,0.9,Player X fouls player Y
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:16,436.0,Foul,away,0.9,Player from away team pushes opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:18,438.0,Other,home,0.9,Player runs
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:20,440.0,Foul,away,0.9,Player 2 from away team is seen with his head down
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:24,444.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:26,446.0,Free-kick,home,0.94,Player takes free-kick
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:28,448.0,Goal,away,0.9,Player scores goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:30,450.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:32,452.0,Goal,away,0.94,Player scores goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:34,454.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:36,456.0,Goal,home,0.9,Player scores
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:38,458.0,Foul,away,0.8,Player 21 fouls player 14
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:40,460.0,Other,home,0.9,Premier League logo
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:42,462.0,Goal,home,0.94,Player scores goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:44,464.0,Shot off target,home,0.8,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:46,466.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:48,468.0,Goal,home,0.9,Player scores a goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:50,470.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:54,474.0,Ball out of play,home,0.9,Ball goes out of play
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,07:56,476.0,Foul,away,0.9,Player from away team fouls player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:00,480.0,Foul,away,0.9,Player from away team is fouled
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:04,484.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:06,486.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:10,490.0,Shot off target,home,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:14,494.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:18,498.0,Foul,away,0.8,Player BUR 11 fouls player CHE 24
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:20,500.0,Other,away,0.9,Player runs towards the ball
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:24,504.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:28,508.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:30,510.0,Shot off target,away,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:32,512.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:34,514.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:38,518.0,Shot off target,away,0.8,Player in red jersey takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:42,522.0,Shot off target,away,0.8,Player in blue kicks the ball
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:44,524.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:48,528.0,Shot off target,away,0.8,Player in white shirt takes a shot but misses
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:52,532.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:54,534.0,Shot off target,home,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:56,536.0,Shot off target,away,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,08:58,538.0,Shot off target,home,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:00,540.0,Foul,away,0.9,Player from away team commits a foul
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:04,544.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:08,548.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:10,550.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:12,552.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:14,554.0,Shot off target,home,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:16,556.0,Shot off target,away,0.9,Player in blue takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:20,560.0,Goal,home,0.9,Player scores
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:22,562.0,Foul,away,0.9,Goalkeeper blocks the ball
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:24,564.0,Ball out of play,away,0.96,Goalkeeper holds the ball
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:26,566.0,Foul,away,0.8,Player X pushes player Y
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:28,568.0,Set Pieces,away,0.9,Free-kick
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:30,570.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:34,574.0,Goal,home,0.9,Player scores
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:36,576.0,Goal,away,0.9,Player scores a goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:38,578.0,Shot off target,home,0.8,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:40,580.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:44,584.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:46,586.0,Foul,away,0.9,Player from away team fouls player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:50,590.0,Foul,away,0.8,Player from away team pushes player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:52,592.0,Other,home,0.9,Player looks around the field
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:54,594.0,Other,away,0.9,Players walk back to the pitch
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:56,596.0,Foul,away,0.8,Player 30 from away team is fouled
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,09:58,598.0,Foul,home,0.9,Player from away team pushes player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,10:00,600.0,Foul,away,0.9,Player 200 fouls player 300
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,10:04,604.0,Foul,away,0.8,Player 23 fouls player 2
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,10:10,610.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,1,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_1.json,1,10:18,618.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
